content,score
"Udah dikasih tip eh, bapak drivernya ganti sebelum selesai nganterin makanan.",4
Ribet segala urusan di apk ini,1
"Dah lbh mahal dr aplikasi lain , lokasi ga otomatis sesuai. Org d mn lokasi d mn? Mau complain minta cancel ga bisa, akhirnya ga enak sm drivernya . Krn teknologi go jek yg ngaco, sy ga mau install lg klw go jek ga minta maaf & perbaiki",1
Diskon ny nipu dulu ok skrng k.o😂,3
Goooooooooooood.....,1
"Kenapa saldo gojek/gopay saya tb"" hilang, pas saya cek riwayat, ada yg pesan Google play YoungJoy pake saldo saya, padahal saya tidak pernah beli kek begituan, tolong dong bantuannya dari pihak gojek, Uang saya terkuras 115.000.00, :))",1
"Dpt vocer gofood tp susah dpake, klik alamat tp ada note jaringan msh perbaikan Hahaha kasian sijaringan jd kambing hitem pdhl jaringan moncer",2
Bagus,1
"Tolong kasih notif resto kalau pesanan masuk,jangan driver datang baru dibuatkan makanannya,driver terlalu lama nunggu resto masak",1
Aplikasi saya tidak bisa dibuka! Rating saya sudah tinggi saya sudah prioritas tapi aplikasi saya gk bsa di pake. Padahal jaringan full tapi aplikasi mutar2 terus. Tolong diperbaiki,2
gajelas giliran ada promo susah mesen nya,3
"Padahal udh percaya banget pake gojek buat pesen makanan, bahkan sampe ngajakin dan ngasih tau temen pake gojek aja buat pesen makan, jujur kecewa aja udh 2 bulan lebih ga pernah dapet voucher gofood lagi, padahal dulu paling lama selang 2 Minggu dapet voucher.",1
ruwet,1
"Jeleek... Sy gak suka dan gak senang pake semenjak di foto ktp dan Selfi Segala.. Selepas ada kepentingan sy lgsg hapus aplikasi ini. Ngapain data diri ,ktp, foto selfie sy nginep di gojek server coba..!! Sy konsumen bebas doong.. kecuali para drivernya tuh penting data mereka.",1
Udah 2 harian gopayleternya belom di verif verif,1
Saya kasih bintang satu aja. Karna 3 tahun ini. Akun gojek saya tidak bisa terhubung dgn akun costemer.,1
"Setiap buka aplikasi lama, aplikasi lain ga lemot kek gni",1
"Aplikasi burik gak bisa buka pesanan. Tombol Bantuan gak berfungsi. Aplikasi gak guna, udah pengantaran makanan lama, driver bikin emosi pula. Udah aplikasi eror gak jelas. Saya sudah update tetep server eror tulisannya.",1
Saldo saya hilang dan gojek sudah tidak bisa bersaing dengan kompetitor² baru saya ingin cepat keluar dan jangan sampai lama lama terjebak dalam nama besar gojek,1
Kok sekarang Go-Jek beginih sih saya udh pake Go-Jek udh lama ko sekarang jafi close sendiri haduh mana baru isi gopay gimana ini tolong pihak service gojek apk nya di perbaiki lagi kaya gini kan jadi susah haduhh,1
Sering buruk,1
Jelek sekali pelayananya sekarang,1
"Kenapa setelah ganti nomor handphond gopay saya jadi terblokir dengan alasan transaksi mencurigakan? Saldo ga pernah lebih dari satu juta kok di curigai, kek koruptor aja gua...",1
Akun gw di bloked,1
Udah males banget pakai aplikasi ini semenjak gopaylayter saya di bekukan padahal ga pernah telat bayar,1
Sangat kecewa sekali saya SDH update gojek tp masih gak bs jg beli kuota pakai gopay padahal isi gopay byk gimana ini,2
Gojek terlalu banyak ngambil laba molai dr pihak penjual dan pembeli.... Mungkin karena kebanyakan utang yg riba jd dikejar2 bunga riba hahahhaa......,1
"mau update nomor hp buat login aja susah ""kami sedang ada masalah"".. gajelas",1
saldo saya hilang 20rb mohon bantuan nya,1
"Mesen gomart tp barang yg dibeli ga tersedia, trs cm dikurangin jd ga bisa pake promonya. Sama aja kyk harga normal dan malah nombok lg pdhl belanjaan udh dikurangin",1
Terlalu mahal,1
Knpa sya trnsfer ke dna tidak msk tolong di liat komen saya tolong proses kan,1
"BIADAB LU,,BIKIN SENGSARA DRIVER,, PEMBAGIAN ORDERAN GAK ADIL,,SEHARI ORDER CUMA DI KASIH 1-3 BAHKAN GAK SAMA SEKALI..LU YANG DIKANTOR ENAK TINGGAL DUDUK DI KANTOR TEMPAT ADEM..KITA YANG DRIVER UDAH KENA PANAS HUJAN,,BENSIN ABIS,,MOTOR RUSAK,,MUTER UDAH KEMANA² TAPI GK DIKASIH ORDERAN..DRIVER JUGA BUTUH PEMASUKAN BUAT MAKAN & KEBUTUHAN KELUARGA,,POTONGAN APLIKASI SAMPE 20% LEBIH TAPI KERJA LU KAGA BECUS .DAJAL LAKNAT LU",1
Bocor,1
Payah driver nya tdak ngertiin konsumen yg membawa barang tingkatkan pengertian sesama manusia bos...,2
Kenapa eror mulu nih gue mau bayar gopaylater?,1
kesel bgt udh nunggu 45 menit tiba2 dicancel,1
"Cs nya tidak fast respon pelayanan kurang, sangat mengecewakan pesen makanan apa dikirim apa udah lapor tpi ngga ada tindakan udh di tunggu selama 1 jam ngga ad respon 😢 padahal udh exited nunggu pesanan eh salah",1
Tidak dapat verifikasi email,1
"Layanan nya kurang bagus, pesanan sudah di tunggu lama sekali... Tau2 gk jadi di antar, alasan gk ada driver nya",1
pasti ada jalan menyengsarakan driver,1
Perangkat sdh bagus....tapi disiplin driver motor belum memenuhi standar....helm seadanya...motor ada beberapa yg kurang fit dan plat motor beda dengan yg terdaftar.,3
Biaya aplikasi nya mahal bet... Tapi memudahkan pengguna,3
Cashback klean kasih tidak masuk akal sebagian merchant tidak sesuainya proses cashback kecil discont 50% Irian supermarket nyata yg didapat tidak sesuai putus kan aja cashback nya sama merchant itu saat pembayaran gopay sial dan banyak melakukan kecurangan.. Saran support customer care.,1
Aplikasi romusha,1
Harusnya kalau gofood ongkir lebih murah dari pesanan,1
Masak iya ada keterangan drivernya saat pesan ojek malah keterangannya belum tersedia. Jadi makin buruk nih perlu evaluasi lagi,1
Aplikasi bikin ribet,1
pengemudi banyak yg cancle tolong di perhatikan lagi. masa sy 4 x orderan di cancle terus,1
Aku gak pernah dapat vocher gojek lagi 😿,2
"SEDIH BGT, GOJEK KENAPAA SIHH KOK DOWN BGT?😭😭😭😭PARAH BGT , MASA PESENAN KU GA DAPET² DRIVER DAN KEK TROUBLE TERUS SIH 😭TRUS SEKARANG DI GOFOODNYA TOTAL HARGA PESANAN PAS MAU PESAN SAMA SESUDAH PESAN KOK BEDA SIH? KENAPA DAH KOK JADI BANYAK EROR GINI GOJEK?!",1
ga bisa instal ulang,3
"Gopay saya terkunci. Padahal saya transaksi wajar biasa. Saya ajukan pengaktifan dompet sudah sesuai kirim bukti dan data"" yang diperlukan. Malah laporan di tutup diselesaikan tanpa ada solusi. Sudah berulang kali saya telpon cs dan via email gak ada solusi. LUCU",1
MB nmtj 4j R qoa di HH n ÷¥√¥÷÷ 7 i www j!86+';++@ naz xx x xx x xx x xzxxxxn.2q q BnU25q qqiab g,3
Di blok hh,1
Bagus,2
"Urgent, tolong segera pecat driver yg gk kompeten, menerima pesanan tp d tunda 30 menit(auto cancel) tanpa mau mengcancel. Segera lakukan penyaringan bagi drver yg tidak kompeten, dan segera buka pendaftaran driver baru dan blacklist driver yg tidak kompeten",5
Putus mitra 2017,1
Error muluuuu,1
"Gojek yg dulu lebih baik dibanding gojek sekarang, Kl yg sekarang hampir Tiap bulan ada update terus, tapi gk ada perbedaan sebelum update dan sesudah update, Skr biaya jasa aplikasi buat transfer atau buat beli gofood atau yg lainnya sudah naik lagi, Ada tambahan lagi saya coba pakai gopaylater utk bayar belanja di Tokopedia, pada saat ada tagihan harusnya masuk digopaylater jadi saya bayar lewat gojek, ini malah gopaylater gk ada tagihan tapi tagihannya dari Tokopedia langsung, Gk jelas bgt",2
Ini seringkali lama dapet driver dan banyak alasaan penuhh,1
"Ad nya ganggu, maksa masuk aplikasi meskipun didiemin. Ad aplikasi lain bisa di close. Gojek engga",2
"Lhah kok Upgrade terbaru malah gada gambar peta posisi driver, gmn mau pantau??! Malah di kasih gambar kartun, kembalikan sprti semula dong",2
Lemot,1
"Gak tau kenapa tiap x mesen mobil atau ojek pke aplikasi gojek. Sussaaaaaahhhh banget dpt drivernya. Sekalinya dapet, dicancel mulu sama drivernya. Ad yg bahkan drivernya gak ngerespon sama sekali. Sampah banget sih",1
"Mantap, info pembayaran paylaternya lewat chat gojek ya, sangat tak terlihat, blajar dr toko oren dichat ke wa. Gaje bgt gada info notif, tbtb denda 50rb, tbtb denda 30? Itu bunga macam apa kayak gitu, mending matiin aja fiturnya, inimah sengaja ga jelas notifnya biar dapat uang haram, tau gt nonaktifin aja",1
"Tolong! Kalau di go mart ga ada barangnya jangan dipasang/ditampilkan di aplikasi, jadi ga efisien dan akurat pemesanannya. Lalu, tanpa persetujuan pembeli di cancel dan tidak diberikan opsi untuk merubah pesanan. Tolong diperhatikan kepuasan pelanggan!",1
kenapaa sihh sekarang kok apknyaa keluarr keluar sendirii .,2
"Ganguan server terus, kalo kek gini mending ke aplikasi sebelah",1
Setelah d update malah jd error terus,1
Saya sangat Kecewa Supirnya Aneh Aneh Dan Ga Dengerin Penumpang Dan Mobil Lama Kotor,1
Pas butuh butuh e malah raiso pesen. Nek raniat gawe promo rasah ono,4
"Tolong bantuannya saldo saya kembalikan saya tarik tunai tapi lagi diproses dan saya sudah melapor tolong dibantu, terima kasih mohon saldo saya dikembalikan",1
"Berharap bila dikasih kendala diberi kemudahan tapi malah justru dipersulit setengah mati,niat mau mengalahkan security bank dunia tapi justru malah bikin customer menguras energi karena ribetnya",1
Payah belum juga di pake gabisa aneh,1
Mahal banget biaya gofood sekarang. Gratis ongkir gak seberapa. Biaya Layanan dan Lainnya sangat meresahkan.,2
Aplikasi gak guna dari tadi pesen gocar gak ada yang ngambil,1
Sangat buruk sekali,1
"Orderan gofood jam 12 malam, tapi masih minta duit parkir. Kejadian di berbagai tempat yang berulang. Padahal kita jg sering nongkrong di resto dan tahu tidak ada parkir. Tolong kasih solusi biar bisa terbentuk kepercayaan antara gojek, driver dan pelanggan. Jangan sampai driver memanfaatkan ""parkir"" untuk meminta uang lebih. Ini bukan cuma satu driver tapi sebagian besar.",1
Saya pengguna baru itu voucher kenapa ga bisa di pakai ya diskon 50% apa yang diskon gajelas tertera diskon sudah terpasang otomatis lah sistem apaan diskon sudah terpasang otomatis tolong lah kaya app Laen voucher bisa di pilih mana udah topup gopay banyak lagi,1
Parah.. Buruk nya,1
aplikasi gk jelas.baru aja dftar blm smpet upgrade ke gopay plus udah main blokir..topup jd nya gak nyampe...hadehh parah bner..klo gk bs mnguntungkan stidak nyaaa jgn kerugikan jg...,1
"Pelanggan prioritas katanya, tapi respon masalahnya lama. CS nya ga ada ya? Kecewa sih... Respon terhadap masalahnya benar-benar tidak secepat provider lain yg lebih cepat dan memuaskan",1
sudah premium tapi gabisa buat kirim uangnya,1
"Ini gojek ngapa dah, mau ganti nomor baru beli doang malah bisa bisa nya sudah terdaftar atas nama orang lain. Gjls banget sumpah",1
Tadi saya top up diamond mlbb pake gogames tapi anehnya tidak diminta id mlbbnya padahal saldo sudah berkurang terus diamond saya kemana,1
Gopay bikin kesel saja. Dikit dikit main blokir aja . Males,1
"Apa"" an ini udh lma nunggu in nya....gliran smpe di cansel alsan nyari poin"" apa an",1
Transfer ke bank aja nunggunya 2x24 jam bener bener gajelas,1
"Gak bisa upgrade ke gopay plus, tolong solusinya.",1
"Hampir sejam saya nunggu driver gojek ga datang"".tolong dong profesional!",1
tidak ada diskon sama sekali masa potongan diskon 10.000rb tapi harus beli 300k lawak bsnget pasti saham goto nya turun yah,1
Ribet,1
"Tolong bantuan nya donk gojek,saya mau aktifkan gopaylater sy.... Kenapa tidak bisa di ganti no darurat yg untuk verifikasi..... soalnya no yg saya masukan pertama, kartunya sudah tidak aktif....jadi saya tidak bisa Nerima kode verifikasi gopaylater sy",3
Driver selalu lambat dalam menjemput,1
Surga makan SURGA MAKAN MULU GW UDAH MUAKKKKKKKKK,1
Order gosend 44 menit ga ada yang pick up.padahal disekitar lokasi bnyak driver.akhirnya nyuruh opang.,3
"Order gofood susah dapat driver ,setelah saya tanya ke drivernya ternyata biang keroknya karena upah driver dipangkas dari 8k jadi 6,4 k jadi banysk yang gk mau ambil.",1
Tlg diperbaiki lgi. Fitur chat aktif stlh menerima pesanan gofood jgn hnya 15mnt. Kmrin sy pesan gofood harusnya dpt ayam+nasi+minum tp yg sy dpt hnya ayam sj. Sdh chat driver tp sama sekali tdk ada respon smpe fitur chatnya hbis. Sy lgsg dtg ke resto utk komplen tp resto tdk mau tanggung jwb karna itu slh driver saat pemesanan ktnya. Sdh chat CS via email tp jwbannya sgt tidak memuaskan. Sbg pengguna sgt kecewa dan mending beralih ke apk sblh,1
mahal sekali,1
Ada apa dengan gojek? Kenapa mahal banget saat pemesanan via online dengan offline? Beda selisih antara 5000-10000 rupiah. Lebih pilih beli sendiri di restonya langsung ketimbang online. Bersyukurlah saya kasih tambahan bintang karena gopay masih berguna. Imbangilah antara mitra dan konsumen. Pantas saja merugi.,2
Jadi apk gaje skrg,2
Sangat menyiksa driver...berat menjalankannya terlalu banyak trip nya sekarang,1
"Kenapa ini app minta di update mulu? Baru selesai di update, muncul disuruh update lagi. Begitu terus sampe 3 kali, padahal udah sering di update",3
"Hari ini saya mengalami hal yg sangat merugikan saya atau bisa berdampak kunflik,silahkan hubungi saya ,terimakasih",1
"Saya kasih bintang 1 duluh.. Soalnya parah banget,. Harga makanan di GO-FOOD berbeda jauh dng harga yg ada di kios penjualan.. 👎🏻👎🏻 Harus segera di perbaiki..!! Semakin hari semakin mahal.. 👎🏻👎🏻",1
"saya sudah membatalkan langganan karna kepencet mengikuti langganan saat sudah di batalkan uang tidak kembali , sebenrnya aplikasinya bagus namun untuk pusat bantuan tidak akurat dan tidak lengkap",2
Mau login ajh susah...coy coy...,1
"Kecewa gua sama gojek. Mau ubah jadi gojek +, aja susah banget sampai gua ke kelurahan buat perbaharui KTP biar ga burum tapi apa hasilnya sama aja tetep ga bisa",1
Dapet driver gx mau antar alasan macet sama bayar pake gopay.,1
Sering bgt server sibuk,2
Bagus aplikasi ya😁,5
"Sebenarnya gojek and gopay bagus"" aja, yng kurang itu dibagian estimanasi waktunya. ngga bisa kah estimasi nya real time? driver nya sering nyampe lebih lama dari waktu estimasi :(",3
susah di gunakan,1
"Aplikasi aneh. Pesen gofood ga bisa dicancel, padahal driver nya yg bego nyuruh cancel dan mesen lagi, jd berputar terus ke driver2 berikutnya. Bikin pusing. Kalo kasus kayak gini gimana kalo ga bisa ngancel.",1
"Ini kenapa setelah update semua riwayat perjalanan reset, apalagi malah disuruh ngisi alamat lagi kecewa saya",2
"makin lama estimasi waktunya, katanya kalo lagi buru buru selalu andelin gojek nyatanya makin kesini makin down",2
"Gila gopaylater berasa pake pinjol bunga nya 5% 🤣🤣 skip pake gopaylater untuk jajan di apk gojek dan stop pakai transportasi gojek .. kirain gopaylater membantu untuk menggunakan layanan aplikasi gojek, malah berasa pake pinjol hahaha",1
Sangat buruk,1
Tolong yaa mau pesen gojek digacoan makek bhs inggris biasanya langsung bisa .,2
Bintang dua dulu baru pakai alpkasi gojek kok nama akun nya nama orang lain,2
"Baru aja download, baru aja daftar eh masa gabisa pake voucher katanya penyalahgunaan layanan promosi padahal belom order apa apa, aneh banget",1
Sampah!!! Akun dikit dikit diblok? Minta bantuan ke cs diproses 3 hari belom bener juga. Ajukan claim saldo gabisa. Ngerugiin orang!,1
"Kenapa aplikasi susah di gunakan . Seperti bukan cuma saya yg ngalamin gini . Setiap buka Aplikasi baru juga mau order pasti ada pesan ""jaringan / aplikasi tidak menanggapi . Mau tutup"" tunggu / oke. Pdhl update selalu , pulsa full. Masalah nya dimana",1
akhir akhir ini susah banget dapet driver gocar.. entah pada sombong atau memang aplikasinya jelek banget.. beda banget sama aplikasi ijo sebelah yg garcep,1
Susah Tranfer ke temen2,1
Error wis angel - angel,1
"Masa akun saya di nonaktifkan, gk jelas banget padahal mau buat narik masih aja begitu dasar gojek",1
"dari beberapa hari yang lalu saya di suruh nunggu 24 jam karena gak bisa masuk itu kenapa yah gitu mulu, jadi gua coba untuk hapus trus download ulang kalau emng msih gak bisa, gojek ngecewain sih",1
Knp sih gojek ny gak bisa buat pesan gofood atau gocar ya jd bingung 🤔,2
Apk sangat recomen bgt ni saya suka pakai apk ini,1
"Saya mengalami kerugian, saldo saya di transfer otomatis ke akun yang tidak saya kenal.. Saya mendapatkan notif gagal transfer yang sama setelah mengalami kerugian tersebut.. Sudah minta bantuan admin tapi pihak admin tidak membantu sama sekali",1
Setelah ganti pin malah diblokir 🤦🏿‍♂️👎🏿,1
"Tolong perbaiki aplikasinya, ketika driver menghubungi, mengapa tidak ada notifikasi/telepon masuk.... Tiba² driver dateng² ngamuk..... Sm² salah antara driver dan aplikasinya",1
"aku saldo gopay sisa 7 ribu,top up 10 ribu, cerita nya mau pesen gojek buat ke sekolah trus pembayaran lewar gopay,ada notip kalau ada masalah di sistem ini, tapu saldo aku jiga berkurang padahal belom dapet driver mana pun, akhirnya pesen di apk lain aja",1
GK bisa berkata apa-apa. Loyalitas jauh di banding 2018. Makin tahun makin bagus. Sip pokonya MH.,1
gak bisa login ke akun padahal internet nya lancar,3
"Makin kesini makin lelet,,, Tolong dong diperbaiki mau gofood kburu laper duluan nungguin apk muter² aja",3
Knp setiap buka aplikasi gojek langsung ketutup sendiri aplikasinya,3
"tagihan dari Apple masuk otomatis sedot saldo gopay gw tanpa ada persetujuan sebelum'a, luar biasa security'a ini apk..",1
"Ini gimana sih ko dari kemaren gabisa pake gofood, makin butut aja ni aplikasi",1
"Tiap kali buka mesti update, bikin penuh memori",1
Limitin aja trs gopay orng pdahal gk salah apa² pikir ke gmn di dalam gopay nya ad sldo besar,1
Sekarang goride dan go carnya mahal,3
ko di gomart g bisa beli rokok ya tolong di perbaiki dulu bsa buat beli di gomart kenapa sekarang ga bisa,1
"ccd ah vocher gofood tiba"" ilang pas sudah di proses, jadinya terpaksa bayar harga asli karena pake gopay",1
Babi bener uang 50 ribu aja di utang....dah kurang dana banget kalo ya untuk nutupin kerugian perusahaan sampe receh aja di utang,1
Kok stlh update malah eror?,1
"Ya Allah sudah setengah jam gocar susahhhhhh bangettt g dapet"" udah telat waktunya anter ibuku kontrol ke rumah sakittt... kenapa kalo ujan gini pada susah dicari dibutuhin... 😭😭😭",2
Apk nya berat lemottt,1
"Assalamualaikum, ini gojek saya kenapa berkurang ya? Padahal saya ga makai gopaynya, tapi gopay saya selalu berkurang. Gopay saya berkurang lagi, saya belum makai gopaynya. Smlm saya baru di tf sma kakak saya, saya blm pesan apa pun. Tapi kenapa bisa kepotong?",1
Sudah di upgrade ke gopay plus masih aja lemot transfer ke bank payah,1
Kenapa ya klo pake gopay harganya tetep sama saja padahal awal awal beda harganya lebih terjangkau sama gopay. 😑,2
Gosen ngk bisa menentukan alamat jemput dan tujuan. Yg menentukan sistem aplikasi.sedangkan di sistem aplikasi ngk ada alamat yg saya maksud,1
"Fitur gocar sangat parah, saya memesan selama 30menit tidak ada yang dapet, padahal ada driver yang lokasinya dekat dengan saya, dan ada juga driver yang mengaktifkan tapi dia malah masih tidur tidak niat kerja",1
Saya tidak bisa top up pulsa menggunakan gopay padahal saldo saya mencukupi,1
"Misi gua tiba"" ilang",1
"Males banget hari ini Jumat 10/02/2023 mesen ojek di chat ga ada balasan, pada ga mau ambil orderan. Padahal udah siang banget,gara² ga ada yang ambil orderan saya kesiangan. Nunggu berapa menit mesen 2 orderan.",1
Saya kecewa produk ini tiba tiba akun gojek saya di tutup dan saldo saya 21 ribu hilang.,1
ini ko akun go jek saya tba' keluar pas saya masukin nomor saya ko tidak ada sms? tolong di jwb ya,1
GO-PAYlater tidak bisa digunakan lagi. Padahal bayar rutin kq.. Parah emang.. Saatnya pindah ke sebelah..,1
"Update mulu..jangan sering2 dong, setahun sekali aja gitu",2
"harga pesenan sama keuntungan gojek gede keuntungan'y.. berakk.. dah dpt potongan dr driver, dpt potongan dr merchant.. msh ambil banyak jg dr customer.. berak.. berak..",1
Saran : agar ditambahkan fitur untuk menghapus riwayat transaksi atau pesanan tanpa harus uninstal.,3
Pelayanan kastamer serfis nya lebih memihak ke driver padahal driver yg salah',1
Tydack peka bintang 1,1
Kelamaan nyari driver mau pulang kaga jadi jadi,1
kenapa cuma bisa make 1 promo???,1
Sulit dapet driver. Pada sibuk semua... Emang drivernya sesedikit apa? Burik kali,1
"Semalem order Go car, 3 driver terima order akhirnya semua minta dicancel dengan alasan beragam. Sungguh ga profesional. Mohon difollow up..",2
"Kembalikan promo yg seperti dulu utk gofoodnya dong, masak yg pakai paylatter doang, padahal sy ga pengen ngutang kok dipaksa ngutang biar dpt promo gofood 😅",3
Apk Nya Gak Bener sama sekali saya upgrade gopay pake KTP asli tetap Tel blockir saran saya pindah payment saja transfer saldo kalian ke payment lain sebelum saldo kalian di block juga oleh pihak gojek karena saldo saya tertahan 1 jt+ ga asik ya bang kek gitu PINDAH PAYMENT DANA/OVO AJA,1
UDAH BORONG BELANJA DI ALFAMART PAS MAU BAYAR GAK BISA PAKE GOPAY KATANYA GANGGUAN SUMPAH MALU BET SAMA KASIRNYA MANA CANTIK LAGI MANA BERDUA LAGI KASIRNYA SIB NASIB,1
Kebanyakn update,1
"Susah cari driver , udh dapet drivernya seenaknya cancel",1
"Saya pengguna gopayletter dari tahun 2019 bayar selalu tepat waktu gak pernah telat. Tiba2 dari findaya disuruh pindah ke MAB dan harus aktivasi ulang ehh tau2 pas aktivasi gagal padahal data sama kayak yg di findaya dan disuruh daftar tahun depan. Sorry lebih milih pindah ke aplikasi sebelah. Jujur gojek tarif dan harga makanannya lebih mahal tapi karna pake payletter gak ribet jadi gpp bayar agak mahal, tapi kalo mau tunai atau pake gopay mending pindah aplikasi aja deh. Bye gojek",1
Awal nya pesan gofood cuma 1 terus gangguan.. Habis tu datang 2 driver yg bawa makanan yg sama mana harga nya 375.000,1
Sejahtrakan driver,3
Tolong kenapa tiap login pakai kode hp yg lama hp nya disaya nmornya juga kenapa harus pakai kode itu? Gk bisa verivikasi lewat nomor tlvn aja kenapa di bikin ribet sih ini,1
Tolong dong aku mau ambil saldo diakun lm yg nmrnya ilang gimn ya,2
Komisi ny kebesaran om jekk,3
Nunggu makanan sampe setengah mati,1
Kecewaaaaa.. setelah upgrade paylater GK bisa dipake,1
"Gak manusiawi, driver nya dibayar cuma 5.000 ribu",1
dititk penjemputan ad 3 knp kasihnya yg lebih jauh kasih drivernya pak jemputnya jd jauh,1
"Saldo gopay di akun driver saya tidak bisa connect ke akun Gojek customer,padahal nomor telpon akun customer sama dengan nomor telpon akun Gojek driver..",1
Verifikasi terlalu lama,1
Gopak saya blm menerima kode gopay tolong dibagus kan utk biar ada banyak yg dowlond gojek ini,1
Kenapa saya isi saldo gopay selalu gagal dan tidak mau masuk tolong lah di perbaik kak,1
"No voucher go food, no smile :)",1
"Tidak bs masuk ke akun berhari2, sdh kirim email tapi tidak direspon. Bagaimana kinerjanya gojek ini? Apa harus di kasih bintang rendah dulu baru direspon?",1
Hai kak aku sudah login udh pake gojek selama 1 minggu dan gojek ku ga sengaja ke hapus pas aku mau login pake no aku kok ga bisa ya? Tolong dibantu ya kak 🙏,1
Aplikasi yang sudah bukan karya anak bangsa lagi,1
Jelek anj ...ngirim kode otp nya 24 jam😒,1
"Tolong dong ini aplikasi kok gk bisa ya saya buat ngebatalin pesanan, jdiny kan kasian gojekny kena sanksi, mohon dibetulin lagi aplikasiny biar ada fitur buat ngebatalin pesanan, barang kali ada org yg kepencet atau cuma mau liat hargany doang trus kpencet jdiny kan bingung. Makasih",1
Parah bener gojek....,1
Gojek instal di HP baru kenapa gak bisa dipake..masak iya pake hp yang lama terus sedangkan hp lama rusak,1
Gojek lama-lama gak jelass..masak gak knp2 akun diblokir kan taekkk,1
"Gaada fitur cancel, jadi susah kalo kepencet pesan, saya sudah dua kali seperti itu. Katanya bisa lewat telepon jakarta, taunya tetep aja gaada perubahan.",1
"Khusus pengguna iphone yang kamera depannya bagus, jadi bisa verify, yang hp nya bukan iphone jangan install pasti blurr terus walau pencahayaan cukup juga",1
Banyak mau nya skrg,1
"Mohon maaf tdi akun gopay saya pas masukin pin hp eror ktik ktik sndri beberapa x , mohon d bantu biar bisa tf kembali",1
"Woii IT..!,hnya sekedar kasih Tone notif di menu chat aja apa gak bisa??? Msak tiap chat customer slowrespon,smua alasan gada notif,gak bunyi dsb..!! DAN Emang iya..Kalah ama apl sbelah yg msih yuniorr",2
Kadang mahal jarang ada promo,3
Mau bayar gopaylater.. Menunya di klik blank.. Jadi gimana mau bayar.. Hub fitur bantuan ngga di balas.. Jadi gimana mau bayar☹️,1
"Lemot abis aplikasinya, makin ksni makin jelek",1
"Skrang klau pesen, nunggu nya lammaaaaaaaaa bgt",1
saya baru login dgn no hp baru dibeli dan langsung ada nama catur Prasetyo diprofilnya saya coba ganti tunggu 30 jam anda baru saja mengganti nama. gimana mau nyaman pake apk ini.,1
"Lama banget hampir 2 jam nunggu ada driver tapi ga ada, pdahal cuma gerimis doang. Gimana sih ini pelayanannya, ini lokasi aku ramai masa udh 2 jam ga dapat driver,payah🖕",1
"Aplikasi gojek sekarang knp kalau saya older harus dapat dulu Driver yg jauh posisi drivernya, saya kasiaan sama drivernya",1
Knpa selalu gk bisa mesan ? Alasannya selalu zona..,1
"2018 sama sekali gapernah menggunakan gojek, 2024 full pengguna gojek tapi kecewa jarang ada promo yg good deal",3
Gak bisa dibuka,1
"Ga bisa login, Email cs ga jelas",2
Saya berharap bisa langsung di cairkan,3
"Makin parah, order makanan driver yg dapat dari ujung ke ujung, gak jelas ini sistem aplikasi si nadiem ini.",4
Mencari driver nya lama bangettt Tolong nanti kedepannya di tingkatin untuk pencarian drivernya,1
Saran ajah mending gak usah pake Gopay mending pake dana/Ovo Ajah lebih aman dari pada pake Gopay sering ke blok,1
"Gak pernah dapet voucher. GoPay sudah premium pula, hadeh.",1
"Saya mau upgrade ke GO-PAY plus ngga bisa"" Gimana ceritanya ini ya.pdhl sudah fto KTP dengan baik dan benar dan foto bersama KTPnya juga sudah benar tp ditolak trusss.",1
Bapak² nya suka marah² gk sabarn apalagi kalau ngambil paket pasti pasti marah² terus. Tolong di beri pengarahan buat bapak² gojeknya.,1
CS cacat🖕,1
Saya tidak pernh dapat promo atau diskon .kecewa saya,1
"Seharusnya daftar jualan di gofud di permudah biar banyak yg pake,biar banyak pilihan",3
Udah sambungin akun ke jago ko g ada misi d akun gojegnya knapa?,3
gua gabisa balik gara2 go transit lu yg error,1
Gede bgt biaya admin SM dendanya per 2rb sehari,1
"Setuju saya juga komplein.. harga 88rb jadi 135,.😁😁 Bisa yah terakhir saya pakai Gojek, terimakasih",1
"setiap pesan gofood gak pernah dapat driver sama sekali,,pdhal di kotaku ada gojek kok",1
gojek parah,1
Kenapa gopaylater gak bisa di pakai padahal udah di tantatangani kontraknya,3
"Susah login, muter muter terus",3
Yang harus pengguna tahu...bukan nya susah mendapatkan driver ..tapi gojek sengaja menyimpan orderan untuk akun GOCENG yang mau di bayar murah ...jadi orderan kalian lama karena driver nya di pilih yg murah biar gojek untung besar ... Dzalim ya,1
Min ini pas saya pesan ngak bisa di batalin knp ya mendingan di kasih waktu 1-10 detik pas mau order,2
"Tolong dong,,, aplikasi di tingkatkan lgi, jangan lemot kaya gini,,,. Sumpah ngeselin h",2
Gk sesuai,1
Masa saya titik nya bener dibilang salah,1
"Titik jemput dr gojek utk goride/gocar/gofood salah trz, harusnya alamat di kepu dalam gg 6,titik di sopir di kepu dalam gg 7",2
Gimna dengan saldo saya yg saya saya TF di bank jago dari siang tdi. Sampai saat ini blom juga masuk saldo ya.. gimna ini pertanggung jawaban kalian. setelah saya TF Saldo gopay saya berkurang. Berkurang entah tidak tau kmna.. di cek saldo rek bank nya yg di tujuh. Tidak ada saldo masuk,1
"Aplikasi nya pas dibuka selalu kluar sendiri,padahal udh di uninstall trus download lg tetep aja begitu,udh beberapa hari kaya gini.mau pesen makan jadi susah",1
Loading nya lama,3
